Total Bed Capacity,ICU Availability,Number of Medical Specialties,Key Specialty Presence,CT or MRI available,Specialist Doctor Count,Emergency & Trauma Services,Teaching / Tertiary Status,Hospital Name,Has_Cardiac,Has_Multi-specialty,Has_General,Has_Neuro,Has_Cancer,Bed_to_Doctor_Ratio,Specialty_Density,Capacity_Score,Equipment_Score,Service_Score,Readiness_Score
273,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,41,1,0,Westside Medical Medical Complex,1,1,1,1,1,6.5,0.058394160583941604,0.29733333333333334,2,1,0.9958666666666667
142,0,8,"Cardiac, Neuro",0,16,1,0,University Healthcare Center,1,0,0,1,0,8.352941176470589,0.055944055944055944,0.12266666666666666,0,1,0.29013333333333335
138,1,9,Multi-specialty,0,13,1,0,Brookside Healthcare Center,0,1,0,0,0,9.857142857142858,0.06474820143884892,0.11733333333333333,1,1,0.5952
133,0,10,Neuro,1,14,0,0,Mercy Southside Hospital,0,0,0,1,0,8.866666666666667,0.07462686567164178,0.11066666666666666,1,0,0.39986666666666665
148,1,9,"Multi-specialty, Neuro",1,15,1,0,Fourth Faith Medical Complex,0,1,0,1,0,9.25,0.06040268456375839,0.13066666666666665,2,1,0.8992
71,1,11,"General, Multi-specialty, Neuro",0,10,1,0,Greenwood Faith Healthcare Facility,0,1,1,1,0,6.454545454545454,0.1527777777777778,0.028,1,1,0.5817333333333333
386,0,13,Cardiac,1,43,1,0,Brighton Memorial Health System,1,0,0,0,0,8.772727272727273,0.03359173126614987,0.448,1,1,0.7210666666666667
600,1,22,"Cancer, Cardiac, General, Multi-specialty",1,121,1,1,Elm Street Medical Facility 1,1,1,1,0,1,4.918032786885246,0.036605657237936774,0.7333333333333333,2,2,1.3666666666666667
60,1,8,"Cancer, Multi-specialty",1,9,1,0,Uptown Healthcare Facility,0,1,0,0,1,6.0,0.13114754098360656,0.013333333333333334,2,1,0.8573333333333334
150,1,11,"Cancer, Cardiac",0,17,1,0,Hope Brookside Medical Complex,1,0,0,0,1,8.333333333333334,0.0728476821192053,0.13333333333333333,1,1,0.6133333333333334
62,1,10,General,1,10,0,0,Main General Hospital 1,0,0,1,0,0,5.636363636363637,0.15873015873015872,0.016,2,0,0.6714666666666667
236,1,18,"General, Neuro",1,37,0,0,Lakeside Saint Medical Center,0,0,1,1,0,6.2105263157894735,0.0759493670886076,0.248,2,0,0.7944
301,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,51,0,1,Westside Memorial Medical Facility,1,1,1,1,1,5.788461538461538,0.07947019867549669,0.33466666666666667,2,1,1.0604
358,1,16,"Cardiac, General, Multi-specialty, Neuro",1,50,1,0,Elm Street Healthcare Center,1,1,1,1,0,7.019607843137255,0.04456824512534819,0.4106666666666667,2,1,1.0298666666666667
55,1,8,"Cancer, Cardiac, Neuro",1,9,1,0,Silverlake Health System 1,1,0,0,1,1,5.5,0.14285714285714285,0.006666666666666667,2,1,0.8553333333333334
344,1,12,General,0,36,1,0,Memorial Parkview Health System,0,0,1,0,0,9.297297297297296,0.034782608695652174,0.392,1,1,0.6976
626,1,33,"Cancer, Cardiac, General",1,102,1,0,Second Faith Health System,1,0,1,0,1,6.077669902912621,0.05263157894736842,0.768,2,1,1.2504
342,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,57,1,1,Northview Healthcare Health System,1,1,1,1,1,5.896551724137931,0.06997084548104957,0.3893333333333333,2,2,1.2768000000000002
132,1,21,"Cancer, Cardiac, Multi-specialty, Neuro",1,21,1,1,Eastend Community Health System,1,1,0,1,1,6.0,0.15789473684210525,0.10933333333333334,2,2,1.1727999999999998
130,1,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,21,0,1,Eastside Healthcare Center 1,1,1,1,1,1,5.909090909090909,0.1450381679389313,0.10666666666666667,2,1,0.9586666666666668
573,1,20,"Cancer, Cardiac, General, Multi-specialty",1,104,1,1,Westside Medical Center,1,1,1,0,1,5.457142857142857,0.03484320557491289,0.6973333333333334,2,2,1.3425333333333334
52,0,11,"Cardiac, General, Multi-specialty",1,10,1,0,Grace Uptown Healthcare Center,1,1,1,0,0,4.7272727272727275,0.20754716981132076,0.0026666666666666666,1,1,0.5741333333333334
134,1,10,"General, Neuro",0,13,0,0,Third Memorial Clinic,0,0,1,1,0,9.571428571428571,0.07407407407407407,0.112,1,0,0.40026666666666666
143,1,9,Cardiac,1,19,1,0,Greenwood Medical Healthcare Facility,1,0,0,0,0,7.15,0.0625,0.124,2,1,0.8972
656,1,34,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,116,1,0,Westside Unity Health System,1,1,1,1,1,5.6068376068376065,0.0517503805175038,0.808,2,1,1.2690666666666668
80,0,12,"Cancer, Multi-specialty, Neuro",1,10,1,0,Redwood Healthcare Center,0,1,0,1,1,7.2727272727272725,0.14814814814814814,0.04,1,1,0.5920000000000001
89,0,11,"Cancer, Cardiac",1,10,1,0,Parkview Healthcare Center 1,1,0,0,0,1,8.090909090909092,0.12222222222222222,0.052,1,1,0.5889333333333334
114,1,7,"Cardiac, Multi-specialty",1,10,1,0,Memorial Bridgeport Health System,1,1,0,0,0,10.363636363636363,0.06086956521739131,0.08533333333333333,2,1,0.8722666666666665
316,1,17,"Cancer, Cardiac",1,37,0,0,Main Trauma Medical Center,1,0,0,0,1,8.31578947368421,0.05362776025236593,0.3546666666666667,2,0,0.8197333333333334
62,1,7,"Cancer, Multi-specialty",1,9,0,0,Blackstone Regional Medical Center,0,1,0,0,1,6.2,0.1111111111111111,0.016,2,0,0.6514666666666666
76,0,11,"Cancer, Cardiac, Multi-specialty",0,10,0,0,Greenfield General Healthcare Facility 1 2,1,1,0,0,1,6.909090909090909,0.14285714285714285,0.034666666666666665,0,0,0.08373333333333333
150,0,10,Cancer,1,19,1,0,Meadowview Healthcare Facility 1 2,0,0,0,0,1,7.5,0.06622516556291391,0.13333333333333333,1,1,0.6066666666666667
190,0,12,"Cardiac, General, Neuro",1,24,1,0,Central Healthcare Center 1,1,0,1,1,0,7.6,0.06282722513089005,0.18666666666666668,1,1,0.6360000000000001
199,1,19,"Cancer, Cardiac, General, Neuro",1,27,0,0,Grace Silverlake Medical Complex,1,0,1,1,1,7.107142857142857,0.095,0.19866666666666666,2,0,0.7862666666666667
276,0,19,"Cardiac, Multi-specialty",1,43,1,0,Main Emergency Healthcare Facility,1,1,0,0,0,6.2727272727272725,0.06859205776173286,0.30133333333333334,1,1,0.7170666666666667
101,1,8,"General, Multi-specialty, Neuro",1,9,1,0,Golden Gate Grace Health Center,0,1,1,1,0,10.1,0.0784313725490196,0.068,2,1,0.8737333333333334
308,1,19,"Cancer, Multi-specialty",1,60,0,1,Fairview Hope Healthcare Facility,0,1,0,0,1,5.049180327868853,0.061488673139158574,0.344,2,1,1.0298666666666667
276,0,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,34,1,0,Regional Healthcare Facility 1,1,1,1,1,1,7.885714285714286,0.05776173285198556,0.30133333333333334,1,1,0.6970666666666667
129,1,7,"Cancer, Cardiac, General",1,15,1,0,Northview Medical Complex 1,1,0,1,0,1,8.0625,0.05384615384615385,0.10533333333333333,2,1,0.8782666666666665
68,1,11,"Cardiac, General",1,10,0,0,Grace Hillcrest Health Center,1,0,1,0,0,6.181818181818182,0.15942028985507245,0.024,2,0,0.6805333333333333
112,0,6,General,1,13,1,0,Fourth Saint Medical Facility,0,0,1,0,0,8.0,0.05309734513274336,0.08266666666666667,1,1,0.5648
434,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,83,1,1,Maple Grove Healthcare Clinic,1,1,1,1,1,5.166666666666667,0.05517241379310345,0.512,2,2,1.3136
136,0,8,"Cardiac, General",1,16,1,0,Parkview Medical Medical Center,1,0,1,0,0,8.0,0.058394160583941604,0.11466666666666667,1,1,0.5877333333333333
65,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,15,0,1,Silverlake Healthcare Center 1,1,1,1,1,1,4.0625,0.4393939393939394,0.02,2,1,0.9993333333333334
135,1,12,"Cancer, Cardiac",0,13,1,0,Northview Clinic,1,0,0,0,1,9.642857142857142,0.08823529411764706,0.11333333333333333,1,1,0.6140000000000001
227,1,17,"Cancer, Cardiac, Multi-specialty, Neuro",1,31,1,0,Mercy Bridgeport Clinic,1,1,0,1,1,7.09375,0.07456140350877193,0.236,2,1,0.9841333333333333
149,0,7,"Cancer, Multi-specialty",0,17,0,0,Second Mercy Clinic,0,1,0,0,1,8.277777777777779,0.04666666666666667,0.132,0,0,0.08626666666666667
117,0,5,"Cancer, General, Multi-specialty",1,9,1,0,Westside Medical Health System,0,1,1,0,1,11.7,0.0423728813559322,0.08933333333333333,1,1,0.5601333333333333
101,0,9,Cancer,1,11,1,0,Oakwood Regional Healthcare Facility,0,0,0,0,1,8.416666666666666,0.08823529411764706,0.068,1,1,0.5804
312,1,23,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,68,1,1,Eastside Health Center,1,1,1,1,1,4.521739130434782,0.07348242811501597,0.34933333333333333,2,2,1.2581333333333333
139,0,8,"Cardiac, Multi-specialty",1,12,1,0,Highland Medical Complex 1 2,1,1,0,0,0,10.692307692307692,0.05714285714285714,0.11866666666666667,1,1,0.5889333333333334
319,1,11,"General, Multi-specialty, Neuro",1,36,0,0,Memorial Eastend Medical Facility,0,1,1,1,0,8.621621621621621,0.034375,0.3586666666666667,2,0,0.7809333333333334
549,1,21,"Cancer, Cardiac, Multi-specialty, Neuro",1,80,1,0,Fourth Memorial Hospital,1,1,0,1,1,6.777777777777778,0.038181818181818185,0.6653333333333333,2,1,1.1396
591,1,31,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,107,1,1,Pinecrest Emergency Health System,1,1,1,1,1,5.472222222222222,0.052364864864864864,0.7213333333333334,2,2,1.423066666666667
282,1,14,"Cancer, Neuro",1,39,0,0,Silverlake Memorial Clinic,0,0,0,1,1,7.05,0.04946996466431095,0.30933333333333335,2,0,0.7861333333333334
59,1,11,"Cardiac, General",1,10,0,0,Springfield Medical Facility 1,1,0,1,0,0,5.363636363636363,0.18333333333333332,0.012,2,0,0.6769333333333334
636,1,33,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,121,1,1,Brookside Clinic,1,1,1,1,1,5.213114754098361,0.05180533751962323,0.7813333333333333,2,2,1.4544
84,1,8,Multi-specialty,1,9,0,0,Saint Downtown Health System 1,0,1,0,0,0,8.4,0.09411764705882353,0.04533333333333334,2,0,0.6669333333333333
118,1,9,"Cancer, General",1,11,0,0,Primary Memorial Health System,0,0,1,0,1,9.833333333333334,0.07563025210084033,0.09066666666666667,2,0,0.6872
146,1,12,"Multi-specialty, Neuro",0,18,1,0,Westside Healthcare Medical Complex,0,1,0,1,0,7.684210526315789,0.08163265306122448,0.128,1,1,0.6184000000000001
103,1,7,"Cardiac, General, Neuro",0,10,0,0,Greenfield Grace Medical Center,1,0,1,1,0,9.363636363636363,0.0673076923076923,0.07066666666666667,1,0,0.3678666666666667
319,1,10,"Cancer, Neuro",1,40,1,0,Downtown Medical Complex,0,0,0,1,1,7.780487804878049,0.03125,0.3586666666666667,2,1,0.9742666666666666
142,1,10,"Cancer, Cardiac, Neuro",1,20,1,0,Parkview Hospital,1,0,0,1,1,6.761904761904762,0.06993006993006994,0.12266666666666666,2,1,0.9034666666666666
